feature_id,family,pattern,hedges_g,loo_stability,translation_removed_g,source_to_time_abs_g_ratio,pre_presence,post_presence,permutation_p_value,q_value,ranking_score
696a8faf60cd24096c3180d6,pos_3gram,X>NOUN>ADV,-0.9075621641292501,1.0,-0.851756726302974,0.5804867302302085,8,8,0.05018996074795723,0.959922602972177,0.5742295375027019
fd1237f5489460719823cf91,pos_4gram,ADP>X>X>VERB,-0.7813783486612677,1.0,-0.7782198701987345,0.3640409577213923,5,3,0.08678264170885086,0.959922602972177,0.5728408258110864
97bbe2701e05f6f79befe27a,pos_3gram,ADP>ADP>X,-0.6987209499769501,1.0,-0.7790186827258936,0.22232393250141527,3,1,0.2167566418647766,0.959922602972177,0.5716332073667724
8910b5e2f42f944630114706,pos_3gram,NOUN>VERB>PRON,0.6953469698675581,1.0,0.5309424805695949,0.2182719136952657,6,8,0.12357528507709503,0.959922602972177,0.5707650008596437
52da4a2af3c2df457ea03cd6,pos_3gram,ADV>VERB>SCONJ,0.6137945960059885,1.0,0.6098491575646664,0.07828684632957071,9,9,0.15616875886917114,0.959922602972177,0.5692312746791929
215e5a34e276e5b5a3abe6a8,dependency_path,advmod>mark,-0.7431041556086274,1.0,-0.7373606078533599,0.308412642741085,9,6,0.10197960585355759,0.959922602972177,0.5679432705968407
bc9a92a3b9e903d3993cbfe6,dependency_path,appos>det,0.630015958928915,1.0,0.49284925773078864,0.1099577710705124,1,4,0.20055988430976868,0.959922602972177,0.5676035389357997
99dba203d66389a3d7600db0,pos_4gram,ADV>AUX>VERB>SCONJ,0.8519958316314925,1.0,0.75537045733597,0.5027222323073323,1,5,0.08998200297355652,0.959922602972177,0.5669682748509738
c882d068d538d5dc2c35348c,pos_4gram,DET>NOUN>ADV>ADV,0.8518900350460572,1.0,0.8834395944569624,0.502784665594978,0,4,0.08618276566267014,0.959922602972177,0.5668743197541076
08a2c3ab595a5960c1de20bc,pos_3gram,ADV>ADV>ADV,0.851603107657266,1.0,0.7695562935419271,0.5029540669157649,1,5,0.08138372004032135,0.959922602972177,0.5666195171252664
ef4f6c2b22e0dcce6d9a2561,pos_3gram,ADP>AUX>ADP,-0.6446665605788994,1.0,-0.6478101038441894,0.1380396744652061,3,2,0.2191561609506607,0.959922602972177,0.5664710774532923
0b2cd30a8aedabcbbd8512be,pos_3gram,VERB>DET>NUM,0.693994853218503,1.0,0.6595155386590611,0.22572016344294518,5,8,0.11917616426944733,0.959922602972177,0.5661935520984901
4aad79181f070631d59729a3,dependency_treelet,PART>case>PART,-0.8195199805709606,1.0,-0.7969830558596824,0.45152190916243107,8,7,0.05498900264501572,0.959922602972177,0.5645936002742437
42347f0131171e9e190b8c05,pos_3gram,X>NOUN>VERB,-0.746905837775699,1.0,-0.6971800619455887,0.32297135484333794,10,9,0.06378724426031113,0.959922602972177,0.564566900894196
726d9cf6131bb4f5de2355cf,dependency_treelet,ADJ>nsubj>PART,-0.8177855417621946,1.0,-0.8462409655483356,0.44918424893123027,6,4,0.07378524541854858,0.959922602972177,0.5643075008338722
