doc_id,cohort,source,published_at,published_month,topic,format,deprel_acl_ratio,deprel_advcl_ratio,deprel_advmod_ratio,deprel_amod_ratio,deprel_appos_ratio,deprel_aux_ratio,deprel_case_ratio,deprel_cc_ratio,deprel_ccomp_ratio,deprel_clf_ratio,deprel_compound_ratio,deprel_conj_ratio,deprel_cop_ratio,deprel_csubj_ratio,deprel_dep_ratio,deprel_det_ratio,deprel_discourse_ratio,deprel_dislocated_ratio,deprel_expl_ratio,deprel_fixed_ratio,deprel_flat_ratio,deprel_goeswith_ratio,deprel_iobj_ratio,deprel_list_ratio,deprel_mark_ratio,deprel_nmod_ratio,deprel_nsubj_ratio,deprel_nummod_ratio,deprel_obj_ratio,deprel_obl_ratio,deprel_orphan_ratio,deprel_parataxis_ratio,deprel_punct_ratio,deprel_reparandum_ratio,deprel_root_ratio,deprel_vocative_ratio,deprel_xcomp_ratio,discourse_all_markers_per_10k_cjk,discourse_booster_markers_per_10k_cjk,discourse_causal_markers_per_10k_cjk,discourse_contrast_markers_per_10k_cjk,discourse_directive_markers_per_10k_cjk,discourse_enumeration_markers_per_10k_cjk,discourse_framing_markers_per_10k_cjk,discourse_hedge_markers_per_10k_cjk,discourse_marker_type_coverage,discourse_metadiscourse_markers_per_10k_cjk,discourse_summary_markers_per_10k_cjk,surface_adjacent_sentence_length_change,surface_ascii_letter_ratio,surface_char_count,surface_cjk_char_count,surface_cjk_char_entropy_bits,surface_cjk_char_mattr,surface_cjk_char_type_token_ratio,surface_cjk_ratio,surface_colon_density,surface_comma_density,surface_compression_ratio,surface_dash_density,surface_digit_ratio,surface_exact_paragraph_repeat_ratio,surface_exact_sentence_repeat_ratio,surface_exclamatory_sentence_ratio,surface_list_item_ratio,surface_long_paragraph_ratio,surface_mean_paragraph_cjk_chars,surface_mean_sentence_cjk_chars,surface_mean_sentences_per_paragraph,surface_non_whitespace_char_count,surface_paragraph_count,surface_paragraph_length_cv,surface_paragraph_opening_repeat_ratio,surface_parenthesis_density,surface_period_density,surface_punctuation_density,surface_punctuation_entropy_bits,surface_question_sentence_ratio,surface_quote_mark_density,surface_repeated_char_ngram_ratio,surface_semicolon_density,surface_sentence_count,surface_sentence_length_autocorrelation,surface_sentence_length_cv,surface_sentence_opening_repeat_ratio,surface_short_paragraph_ratio,surface_url_count_per_1000_cjk,syntax_adjacent_content_jaccard_mean,syntax_adjacent_noun_jaccard_mean,syntax_clause_relations_per_sentence,syntax_content_word_ratio,syntax_coordinate_relation_ratio,syntax_crossing_arc_ratio_mean,syntax_dependency_distance_cv,syntax_dependency_distance_max,syntax_dependency_distance_mean,syntax_dependency_distance_median,syntax_dependency_relation_entropy_bits,syntax_first_person_pronoun_ratio,syntax_function_word_ratio,syntax_left_dependency_ratio,syntax_lexical_hapax_ratio,syntax_lexical_mattr,syntax_lexical_token_count,syntax_lexical_token_entropy_bits,syntax_lexical_type_token_ratio,syntax_max_nonleaf_branching,syntax_max_tree_depth,syntax_mean_lexical_token_cjk_chars,syntax_mean_nonleaf_branching,syntax_mean_root_relative_position,syntax_mean_sentence_tokens,syntax_mean_tree_depth,syntax_median_sentence_tokens,syntax_nominal_modifier_relation_ratio,syntax_passive_relation_ratio,syntax_pos_bigram_entropy_bits,syntax_pos_trigram_entropy_bits,syntax_second_person_pronoun_ratio,syntax_sentence_count,syntax_sentence_length_cv,syntax_subordinate_relation_ratio,syntax_token_count,syntax_token_length_cv,syntax_treelet_entropy_bits,title_ascii_letter_ratio,title_body_cjk_type_overlap,title_cjk_char_count,title_colon_present,title_digit_present,title_exclamation_present,title_question_present,title_quote_present,upos_adj_ratio,upos_adp_ratio,upos_adv_ratio,upos_aux_ratio,upos_cconj_ratio,upos_det_ratio,upos_intj_ratio,upos_noun_ratio,upos_num_ratio,upos_part_ratio,upos_pron_ratio,upos_propn_ratio,upos_punct_ratio,upos_sconj_ratio,upos_sym_ratio,upos_verb_ratio,upos_x_ratio
0431c592d5de8246cebcb8e2,post,infoq,2025-10-05,2025-10,__missing__,__missing__,0.0209821428571429,0.0308035714285714,0.0459821428571429,0.0334821428571429,0.0138392857142857,0.0160714285714286,0.0705357142857143,0.0138392857142857,0.0196428571428571,0.0183035714285714,0.025,0.0276785714285714,0.00669642857142857,0.00178571428571429,0,0.0183035714285714,0.000446428571428571,0,0,0,0.0102678571428571,0,0,0,0.0602678571428571,0.140625,0.06875,0.0446428571428571,0.0638392857142857,0.021875,0,0.015625,0.165625,0,0.03125,0,0.0138392857142857,46.8975468975469,7.21500721500721,3.60750360750361,10.8225108225108,10.8225108225108,0,25.2525252525253,3.60750360750361,0.179487179487179,3.60750360750361,3.60750360750361,0.476406926406926,0.164213197969543,4216,2772,8.60407379884855,0.546433787945447,0.24963924963925,0.703553299492386,0.00279187817258883,0.0408629441624365,0.542648176291793,0.0121827411167513,0.0236040609137056,0,0,0,0,0,81.5294117647059,39.0422535211268,2.26470588235294,3940,34,0.566250755445426,0,0.00964467005076142,0.0190355329949239,0.108629441624365,3.22518494985999,0.0422535211267606,0.0192893401015228,0.0317804261466233,0.00050761421319797,71,0.116090327447894,0.447645701881129,0,0.176470588235294,0.721500721500722,0.0298071533593761,0.0374699165583889,2.78571428571429,0.638309256286784,0.0415178571428571,0.00112085256915435,1.54094189100674,62,4.52857142857143,2,4.16005669380671,0.00107009095773141,0.253076511503478,0.623963133640553,0.284109149277689,0.820412429378531,1869,8.83261234418775,0.448903156768325,11,9,1.48314606741573,2.6271186440678,0.428100526158583,32,2.746875,29.5,0.220089285714286,0.00178571428571429,5.92444259306962,8.24420371473129,0,70,0.424027248113676,0.0870535714285714,2240,0.431283053653524,5.76817523752838,0.116279069767442,0.935483870967742,34,1,1,1,0,0,0.0419642857142857,0.0366071428571429,0.0455357142857143,0.0227678571428571,0.0133928571428571,0.0174107142857143,0,0.276339285714286,0.046875,0.0616071428571429,0.0120535714285714,0.0138392857142857,0.165625,0.0473214285714286,0,0.154910714285714,0.04375
084c17f921cc74b858d04cdb,post,infoq,2026-05-22,2026-05,__missing__,__missing__,0.0223752151462995,0.0344234079173838,0.0240963855421687,0.0309810671256454,0.0327022375215146,0.00516351118760757,0.0585197934595525,0.036144578313253,0.0137693631669535,0.00688468158347676,0.0189328743545611,0.0757314974182444,0.00516351118760757,0,0,0.0103270223752151,0,0,0,0,0.0223752151462995,0,0,0,0.0378657487091222,0.223752151462995,0.0430292598967298,0.044750430292599,0.0602409638554217,0.0172117039586919,0,0.00688468158347676,0.137693631669535,0,0.0258175559380379,0,0.00516351118760757,26.8096514745308,0,0,0,0,13.4048257372654,13.4048257372654,0,0.0512820512820513,0,0,0.87035618536959,0.136893203883495,1121,746,7.87464642566345,0.499765182186235,0.439678284182306,0.724271844660194,0.00388349514563107,0.0427184466019417,0.616359030039812,0.00679611650485437,0.0446601941747573,0.162162162162162,0,0,0.108108108108108,0,20.1621621621622,49.7333333333333,1.27027027027027,1030,37,1.61518082295567,0.0967741935483871,0.00776699029126214,0.0213592233009709,0.0883495145631068,3.10897708371886,0.2,0.00388349514563107,0.0376850605652759,0,15,-0.0574174674053782,1.07650348965589,0,0.675675675675676,0,0.037742028317301,0.0405996961239538,2.93333333333333,0.673306772908366,0.111876075731497,0.000865247092285689,2.03819850982225,147,5.17667844522968,2,3.96483366999116,0,0.201195219123506,0.630742049469965,0.434262948207171,0.799131513647643,502,7.80102207224591,0.601593625498008,13,10,1.48605577689243,2.42918454935622,0.555364833027948,38.7333333333333,3.4750430292599,27,0.296041308089501,0,5.20483119289039,6.89661213944298,0,15,1.06437934325639,0.0757314974182444,581,0.444870603035718,5.28647117280198,0.135135135135135,0.967741935483871,31,0,0,0,0,0,0.0292598967297762,0.0275387263339071,0.0240963855421687,0.0120481927710843,0.036144578313253,0.0103270223752151,0,0.38382099827883,0.0602409638554217,0.0585197934595525,0.00688468158347676,0.0275387263339071,0.135972461273666,0.0223752151462995,0,0.117039586919105,0.0481927710843374
0dfc33ff7071975b48e12981,pre,infoq,2021-10-14,2021-10,__missing__,__missing__,0.0200333889816361,0.0200333889816361,0.01669449081803,0.0183639398998331,0.010016694490818,0.0283806343906511,0.0617696160267112,0.015025041736227,0.0484140233722871,0.015025041736227,0.0300500834724541,0.0467445742904841,0.00333889816360601,0.00166944908180301,0,0.0233722871452421,0.00333889816360601,0,0,0,0.01669449081803,0,0,0,0.0651085141903172,0.161936560934891,0.0818030050083473,0.01669449081803,0.0550918196994992,0.0267111853088481,0,0.015025041736227,0.160267111853088,0,0.0200333889816361,0,0.0183639398998331,40.650406504065,13.550135501355,13.550135501355,13.550135501355,0,13.550135501355,0,0,0.0769230769230769,0,0,0.407955865272938,0.202830188679245,1127,738,7.6495889017926,0.448861924686193,0.39159891598916,0.69622641509434,0,0.05,0.566368515205725,0.00188679245283019,0.00283018867924528,0,0,0,0,0,73.8,49.2,1.9,1060,10,0.517459077755108,0,0.00754716981132075,0.0160377358490566,0.0981132075471698,2.79711771171368,0,0.0188679245283019,0.0503401360544218,0,15,0.379936287727734,0.49192030918393,0,0.2,0,0.070614732094568,0.0951601634410965,5.41666666666667,0.604373757455268,0.0617696160267112,0.00167886195233635,2.15019464182526,128,5.23679727427598,2,4.11777812339986,0.00596421471172962,0.286282306163022,0.608177172061329,0.347912524850895,0.749628712871287,503,7.53580970569117,0.520874751491054,10,7,1.46719681908549,2.57456140350877,0.227429160673842,49.9166666666667,3.28380634390651,42,0.230383973288815,0.00500834724540901,5.72117651138584,7.59135361870041,0,12,0.694769672410184,0.108514190317195,599,0.44994203791878,5.5970907438381,0.130434782608696,0.875,18,0,0,0,1,0,0.0217028380634391,0.0434056761268781,0.015025041736227,0.0333889816360601,0.015025041736227,0.0217028380634391,0,0.280467445742905,0.01669449081803,0.0567612687813022,0.0200333889816361,0.0283806343906511,0.160267111853088,0.0500834724540902,0,0.161936560934891,0.0751252086811352
1a5bf7a3c811a61f24384560,pre,jiqizhixin,2022-06-06,2022-06,__missing__,__missing__,0.0265848670756646,0.0374914792092706,0.0368098159509202,0.0299931833674165,0.00954328561690525,0.021813224267212,0.0565780504430811,0.0129516019086571,0.0156782549420586,0.00613496932515337,0.0538513974096796,0.0368098159509202,0.0102249488752556,0.0027266530334015,0,0.00954328561690525,0,0,0,0,0.0129516019086571,0,0.000681663258350375,0,0.049079754601227,0.193592365371506,0.0620313565098841,0.0252215405589639,0.0715746421267894,0.0224948875255624,0,0.0129516019086571,0.141104294478528,0,0.0306748466257669,0,0.010906612133606,15.1285930408472,0,0,0,0,10.0857286938981,5.04286434694907,0,0.0769230769230769,0,0,0.429323669797934,0.0652264229331118,2453,1983,8.14331864590018,0.473266846361186,0.264246091780131,0.823847112588284,0,0.0457000415454923,0.515173728192347,0.00373909430826755,0.0182800166181969,0,0,0.0227272727272727,0,0.04,79.32,45.0681818181818,1.96,2407,25,0.599430078076934,0.12,0.00415454923140839,0.0199418363107603,0.0922309929372663,2.93275109666384,0,0.0132945575405069,0.0691919191919192,0.00332363938512671,44,0.118611326915619,0.468508695607533,0.113636363636364,0.2,0,0.0764850866466242,0.0984832301311027,3.04444444444444,0.686804451510334,0.0497614178595774,0.000727844211414365,1.50239287802148,110,4.20253164556962,2,4.08391864795575,0,0.24483306836248,0.651898734177215,0.322734499205087,0.766971527178602,1258,8.48804951318451,0.480922098569157,8,8,1.57472178060413,2.53928571428571,0.568363502735813,32.6,2.68507157464213,29,0.304021813224267,0,5.55090523144235,7.70897843544188,0.000794912559618442,45,0.509789331726229,0.0933878663940014,1467,0.396923735542644,5.63921758753265,0.294117647058824,1,21,0,0,0,0,0,0.0429447852760736,0.0279481935923654,0.0354464894342195,0.0334014996591684,0.0129516019086571,0.00954328561690525,0,0.339468302658487,0.0293115201090661,0.0831629175187457,0.00340831629175187,0.0231765507839127,0.141104294478528,0.0395364689843217,0.00136332651670075,0.147920927062031,0.0293115201090661
2046a00e2b504539234c6c70,pre,jiqizhixin,2022-06-24,2022-06,__missing__,__missing__,0.0213004484304933,0.039237668161435,0.0358744394618834,0.0308295964125561,0.0117713004484305,0.0263452914798206,0.0846412556053812,0.0145739910313901,0.0190582959641256,0.0100896860986547,0.0347533632286996,0.0319506726457399,0.00896860986547085,0.00224215246636771,0,0.0106502242152466,0.00112107623318386,0,0,0,0.0134529147982063,0,0,0,0.0521300448430493,0.178251121076233,0.0571748878923767,0.0297085201793722,0.0588565022421525,0.0375560538116592,0,0.0179372197309417,0.133968609865471,0,0.0229820627802691,0,0.0145739910313901,40.048057669203,8.00961153384061,4.0048057669203,4.0048057669203,36.0432519022827,28.0336403684421,4.0048057669203,16.0192230676812,0.205128205128205,0,0,0.746331495230174,0.0573770491803279,3042,2497,8.29912921991065,0.459051051051051,0.215859030837004,0.852800546448087,0.00956284153005465,0.0498633879781421,0.500234907211651,0.000341530054644809,0.0037568306010929,0.12280701754386,0,0.05,0,0.0350877192982456,43.8070175438597,62.425,1.31578947368421,2928,57,1.34488664341788,0.0869565217391304,0,0.0146857923497268,0.085724043715847,2.75735108993148,0.125,0.00819672131147541,0.0565356856455493,0.000683060109289617,40,-0.0688168066902144,0.775046429395615,0,0.526315789473684,0.40048057669203,0.0691863252824405,0.0765684133667811,4.19512195121951,0.675080906148867,0.04652466367713,0.000212753920711087,1.7592702245645,89,4.5364314400459,2,4.15808294483015,0.00194174757281553,0.266666666666667,0.666666666666667,0.233009708737864,0.751362378976487,1545,8.4990733701176,0.399352750809061,11,8,1.61618122977346,2.57459379615953,0.45697160344468,43.5121951219512,2.92937219730942,35,0.265134529147982,0,5.5617552130185,7.77366242704253,0,41,0.566072454806424,0.0964125560538117,1784,0.622016860540249,5.52438332719648,0.216216216216216,1,22,1,0,0,0,1,0.0414798206278027,0.0459641255605381,0.0330717488789238,0.0358744394618834,0.0140134529147982,0.0112107623318386,0,0.341928251121076,0.0319506726457399,0.0762331838565022,0.00616591928251121,0.0229820627802691,0.133968609865471,0.0414798206278027,0,0.145179372197309,0.0184977578475336
213dcab213f816c7c548fc09,post,infoq,2026-04-24,2026-04,__missing__,__missing__,0.0186491935483871,0.0272177419354839,0.0249495967741935,0.0211693548387097,0.0199092741935484,0.0226814516129032,0.0405745967741935,0.0161290322580645,0.0216733870967742,0.0151209677419355,0.0383064516129032,0.0453629032258065,0.00504032258064516,0.000756048387096774,0,0.0231854838709677,0.000504032258064516,0.00100806451612903,0,0,0.0441028225806452,0,0.000504032258064516,0,0.0498991935483871,0.157510080645161,0.0632560483870968,0.0367943548387097,0.069304435483871,0.0128528225806452,0,0.0163810483870968,0.162046370967742,0,0.0315020161290323,0,0.0136088709677419,6.35189498200296,0,2.11729832733432,2.11729832733432,14.8210882913402,2.11729832733432,0,4.23459665466864,0.0769230769230769,0,0,0.85861521690059,0.291311553030303,9270,4723,8.46175431969066,0.474041666666667,0.142282447596866,0.559067234848485,0.01171875,0.0260416666666667,0.452292751301562,0.0202414772727273,0.0301846590909091,0.15807560137457,0,0.00819672131147541,0.127147766323024,0,16.2302405498282,38.7131147540984,1.16838487972509,8448,291,1.49120276520372,0.19634703196347,0.0118371212121212,0.0248579545454545,0.116950757575758,3.92301096718594,0.0983606557377049,0.00331439393939394,0.0870762711864407,0.00189393939393939,122,-0.0568088899343061,0.948225218442738,0.108333333333333,0.56701030927835,0.211729832733432,0.0380692543886143,0.0397050956345779,2.6,0.597835888187556,0.061491935483871,0.000457440025208432,1.68626025116053,79,4.10928961748634,2,4.17989524347671,0.00240456868049294,0.235046588518185,0.595628415300546,0.187255785993387,0.798376703841388,3327,9.11539294241693,0.331529906822964,12,18,1.41839495040577,2.51012410189419,0.386355810835538,31.744,3.19657258064516,23,0.235635080645161,0.000504032258064516,5.62757005424423,8.00406849438586,0.00510970844604749,125,0.860607443293551,0.0819052419354839,3968,0.527374267376868,5.76029027952838,0.431034482758621,0.954545454545455,22,1,0,0,0,0,0.0246975806451613,0.0304939516129032,0.0249495967741935,0.0282258064516129,0.0158770161290323,0.0219254032258065,0,0.29914314516129,0.0403225806451613,0.0569556451612903,0.0100806451612903,0.00100806451612903,0.161290322580645,0.0335181451612903,0.000252016129032258,0.151461693548387,0.0997983870967742
2176304c3523784c901e14e0,pre,jiqizhixin,2022-06-28,2022-06,__missing__,__missing__,0.0163690476190476,0.0267857142857143,0.0282738095238095,0.0238095238095238,0.00744047619047619,0.0357142857142857,0.0773809523809524,0.0163690476190476,0.00744047619047619,0.0133928571428571,0.037202380952381,0.0416666666666667,0.00744047619047619,0,0,0.0133928571428571,0,0,0,0,0.0223214285714286,0,0,0,0.0446428571428571,0.248511904761905,0.0520833333333333,0.025297619047619,0.0669642857142857,0.0163690476190476,0,0.0104166666666667,0.105654761904762,0,0.0327380952380952,0,0.0223214285714286,70.635721493441,0,10.0908173562059,10.0908173562059,20.1816347124117,50.4540867810293,0,10.0908173562059,0.0769230769230769,0,0,0.531738023160828,0.217331499312242,1492,991,7.44988055838111,0.416857723577236,0.291624621594349,0.681568088033012,0.00481430536451169,0.0302613480055021,0.499447208402432,0.00756533700137552,0.0240715268225585,0,0,0,0,0,58.2941176470588,45.0454545454545,1.64705882352941,1454,17,0.933035628319008,0,0.00137551581843191,0.0192572214580468,0.0770288858321871,3.07801607532131,0,0.00275103163686382,0.146761133603239,0,22,-0.0686941900405642,0.447237274291558,0,0.176470588235294,4.03632694248234,0.0965743282382138,0.121465357449612,2.22727272727273,0.660565723793677,0.0580357142857143,0.000442889974271905,1.37101130212279,53,4.27230769230769,2,3.9890277844954,0,0.257903494176373,0.649230769230769,0.282861896838602,0.717270916334661,601,7.30785366038565,0.434276206322795,12,6,1.64891846921797,2.51937984496124,0.507105402903354,30.5454545454545,2.58333333333333,30,0.325892857142857,0.00595238095238095,5.20656886993958,7.01358869723783,0,22,0.445803133314997,0.0729166666666667,672,1.03098824623359,5.149207758069,0,1,36,0,0,0,0,0,0.0327380952380952,0.03125,0.0238095238095238,0.0431547619047619,0.0163690476190476,0.0133928571428571,0,0.383928571428571,0.0267857142857143,0.0863095238095238,0.00446428571428571,0.0133928571428571,0.105654761904762,0.0357142857142857,0,0.136904761904762,0.0461309523809524
2d8b8db77aefcdcbf86f23b4,pre,infoq,2022-01-10,2022-01,__missing__,__missing__,0.0252438324727481,0.029833620195066,0.0355708548479633,0.014916810097533,0.00860585197934595,0.0269650028686173,0.0757314974182444,0.0131956397016638,0.0223752151462995,0.0223752151462995,0.0281124497991968,0.0183591508892714,0.0120481927710843,0.00057372346528973,0,0.029833620195066,0.00860585197934595,0.00057372346528973,0,0,0.0407343660355709,0,0,0,0.065978198508319,0.108433734939759,0.0671256454388985,0.0430292598967298,0.0648307515777395,0.0246701090074584,0,0.0143430866322433,0.135398737808376,0,0.0378657487091222,0,0.0246701090074584,88.0626223091976,0,9.78473581213307,9.78473581213307,29.3542074363992,68.4931506849315,0,4.89236790606654,0.205128205128205,0,0,0.625922023182297,0.316540477577169,3711,2044,7.69923514989072,0.390566990291262,0.191780821917808,0.595224228305184,0.0034944670937682,0.0378567268491555,0.46832222895215,0.00262085032032615,0.011648223645894,0,0,0.0151515151515152,0,0.0909090909090909,92.9090909090909,30.969696969697,3.18181818181818,3434,22,0.752962600074783,0,0.0122306348281887,0.0192195690157251,0.0765870704717531,2.38628764988528,0,0,0.0818226359627633,0.0011648223645894,66,0.235608018287479,0.649329105515162,0.0454545454545455,0.181818181818182,0,0.0685503180468303,0.0835732706207819,2.71212121212121,0.51227604512276,0.0315547905909352,0.000630836874230135,1.4792697301614,62,3.82707215265355,2,4.33418533880512,0.0033178500331785,0.308560053085601,0.572450805008945,0.199734571997346,0.713252840909091,1507,7.9689241849152,0.349037823490378,9,7,1.35633709356337,2.4410480349345,0.400088800266089,26.4090909090909,2.61044176706827,23,0.176706827309237,0.00172117039586919,6.08939498208021,8.3973957679138,0.0013271400132714,66,0.581442337928369,0.102696500286862,1743,0.52757604193393,6.04587296318009,0.4,1,17,0,0,0,0,0,0.0286861732644865,0.0418818129661503,0.0327022375215146,0.0395869191049914,0.0131956397016638,0.0258175559380379,0,0.219736087205967,0.0436029833620195,0.0745840504876649,0.0177854274239816,0.00286861732644865,0.135398737808376,0.0539300057372347,0,0.158921399885255,0.111302352266208
34be1e39038614fec204e995,pre,jiqizhixin,2022-06-26,2022-06,__missing__,__missing__,0.016793893129771,0.0396946564885496,0.0209923664122137,0.032824427480916,0.0103053435114504,0.0312977099236641,0.0889312977099237,0.0179389312977099,0.016793893129771,0.00687022900763359,0.0278625954198473,0.0309160305343511,0.00152671755725191,0.000763358778625954,0,0.0122137404580153,0.000381679389312977,0,0,0,0.0526717557251908,0,0,0,0.0618320610687023,0.168702290076336,0.0610687022900763,0.0255725190839695,0.0790076335877863,0.0324427480916031,0,0.0187022900763359,0.108778625954198,0,0.0248091603053435,0,0.0103053435114504,19.1326530612245,9.56632653061224,3.18877551020408,6.37755102040816,12.7551020408163,3.18877551020408,3.18877551020408,12.7551020408163,0.128205128205128,3.18877551020408,0,0.557686941964286,0.32276954874268,6501,3136,7.90454610337352,0.392546833522943,0.142219387755102,0.540130899069928,0.00482259731312435,0.0325525318635894,0.425732923446052,0.00792283844299001,0.048914915604547,0.3375,0,0,0.0416666666666667,0,13.0666666666667,48.2461538461538,1.13333333333333,5806,240,1.77400681131648,0.221374045801527,0.0120564932828109,0.0182569755425422,0.087323458491216,3.32374963208064,0,0,0.148100861793808,0.000516706854977609,65,0.164796300468332,0.609790600516727,0.0461538461538462,0.454166666666667,2.86989795918367,0.101908740225495,0.0966930066458204,3.4,0.541952054794521,0.0488549618320611,0.00124250129974071,1.7255590060016,114,4.75694716242661,2,4.14537912874526,0.00813356164383562,0.267979452054795,0.582778864970646,0.173373287671233,0.723558337058561,2336,8.44725382844445,0.315068493150685,15,9,1.34246575342466,2.60183299389002,0.374974931854705,40.3076923076923,2.84045801526718,34,0.24618320610687,0,5.78380411363011,8.06521605195771,0,65,0.537478579655384,0.0843511450381679,2620,0.572952595960456,5.67396082145823,0.238095238095238,0.923076923076923,14,0,1,0,0,0,0.0396946564885496,0.0614503816793893,0.0206106870229008,0.033206106870229,0.0179389312977099,0.0122137404580153,0,0.274427480916031,0.033969465648855,0.0606870229007634,0.0103053435114504,0.00114503816793893,0.108396946564885,0.0431297709923664,0,0.147328244274809,0.135496183206107
365b2ce9d1ca06a959567252,pre,jiqizhixin,2022-06-07,2022-06,__missing__,__missing__,0.0260586319218241,0.0456026058631922,0.0336590662323561,0.0195439739413681,0.00325732899022801,0.0499457111834962,0.0716612377850163,0.00868621064060804,0.0217155266015201,0.0228013029315961,0.0162866449511401,0.0152008686210641,0.00542888165038002,0,0,0.0173724212812161,0.00651465798045603,0,0,0,0.0271444082519001,0,0.00217155266015201,0,0.0792616720955483,0.0803474484256243,0.0803474484256243,0.0445168295331162,0.0716612377850163,0.0325732899022801,0,0.0173724212812161,0.146579804560261,0,0.0369163952225842,0,0.0173724212812161,79.225352112676,26.4084507042254,26.4084507042254,8.80281690140845,17.6056338028169,44.0140845070423,0,35.2112676056338,0.179487179487179,0,0,0.635003201024328,0.164276401564537,1623,1136,7.68205565797442,0.449978021978022,0.318661971830986,0.740547588005215,0.0162972620599739,0.0391134289439374,0.532741664667786,0.00130378096479791,0.00325945241199478,0,0,0,0,0,27.047619047619,49.3913043478261,1.33333333333333,1534,42,0.717225949673008,0.0285714285714286,0,0.014993481095176,0.0919165580182529,2.65159436447719,0.130434782608696,0.0169491525423729,0.030008826125331,0,23,0.430894808607961,0.915292333109265,0,0.380952380952381,0,0.0641403044019805,0.115943769071408,3,0.566157760814249,0.0238870792616721,0.000516732841465804,1.27574547135783,50,3.59977452085682,2,4.26647125741214,0.00381679389312977,0.319338422391858,0.579481397970688,0.330788804071247,0.741353711790393,786,7.77950742264018,0.477099236641221,10,7,1.44529262086514,2.57101449275362,0.456926226264059,27.0882352941176,2.38110749185668,24.5,0.142236699239957,0.00217155266015201,5.7338137573138,7.72091161546263,0.00508905852417303,34,0.487895499793487,0.110749185667752,921,0.433223816775513,5.51658823369926,0,1,28,1,0,0,0,1,0.0249728555917481,0.0597176981541802,0.0325732899022801,0.0575461454940282,0.00868621064060804,0.0173724212812161,0,0.251900108577633,0.0466883821932682,0.0401737242128122,0.0228013029315961,0.001085776330076,0.146579804560261,0.0662323561346363,0,0.172638436482085,0.0510314875135722
