feature,family,pre_huber_location,post_huber_location,robust_effect_post_minus_pre,unweighted_hedges_g,direction_matches_unweighted,translation_removed_robust_effect,translation_removed_direction_consistent,pre_effective_n,post_effective_n,minimum_effective_fraction,loo_direction_stability,permutation_p_value,q_value,ranking_score
deprel_advmod_ratio,dependency_relation,0.032801169861235116,0.037116717731291035,0.3051253198881581,0.316600941487964,True,0.07398467429435479,True,10.0,9.999979165657114,0.9999979165657115,1.0,0.5570885822835433,0.88487162380608,0.30512468417960437
syntax_left_dependency_ratio,dependency_syntax,0.6131985273533538,0.605665080446831,-0.32625372571206523,-0.34212172040921357,True,-0.2660880106402736,True,10.0,9.321340217438705,0.9321340217438705,1.0,0.4819036192761448,0.8786310153699598,0.304112197456909
deprel_clf_ratio,dependency_relation,0.0139313846086345,0.015587094955007926,0.31441271388663117,0.36242123646399826,True,0.14393392101398428,True,10.0,9.418283995301932,0.9418283995301933,1.0,0.4989002199560088,0.8803953495015282,0.2961228231117904
discourse_enumeration_markers_per_10k_cjk,discourse_and_stance,19.301210114021995,15.09481500982883,-0.2893741248277344,-0.31097611844190964,True,-0.6015796671018118,True,9.752311007876456,9.949490446380254,0.9752311007876455,1.0,0.6908618276344731,0.8947234553089383,0.28220664629521297
syntax_nominal_modifier_relation_ratio,dependency_syntax,0.2270488585363087,0.20568342279700272,-0.2617444075406738,-0.3374995337933067,True,-0.15935511678803474,True,10.0,10.0,1.0,1.0,0.562887422515497,0.88487162380608,0.2617444075406738
surface_digit_ratio,character_composition,0.016648397124637806,0.019924644866482353,0.2692145395731707,0.10229722490621786,True,0.3433565260377828,True,9.686016342665308,9.978897623804302,0.9686016342665308,1.0,0.648870225954809,0.8947234553089383,0.26076164299888477
upos_det_ratio,universal_pos,0.015196760211262931,0.017428210739660596,0.26218284357696175,0.3272050108427454,True,0.09628441176982026,True,10.0,9.894650044451138,0.9894650044451139,1.0,0.5880823835232953,0.88487162380608,0.25942074848531105
upos_aux_ratio,universal_pos,0.038537318163479745,0.03571450319369324,-0.25182759037111757,-0.19156868365844906,True,-0.5041919230102491,True,9.935070893637228,9.919710187863975,0.9919710187863975,1.0,0.6360727854429115,0.8947234553089383,0.2498056713789611
deprel_nmod_ratio,dependency_relation,0.15219699670106113,0.13769064515778906,-0.2447390749366052,-0.3204889186280094,True,-0.16414576411330445,True,9.934492141786176,10.0,0.9934492141786176,1.0,0.6022795440911818,0.8947234553089383,0.24313584167457225
syntax_lexical_type_token_ratio,token_and_lexical,0.3945281123878622,0.3700328867847811,-0.2354075862559885,-0.2703435940894725,True,-0.1187847906137173,True,9.849910707638218,9.977200426025457,0.9849910707638218,1.0,0.7188562287542491,0.904186350229954,0.23187437045221285
deprel_csubj_ratio,dependency_relation,0.0013106918467103742,0.0015954795334173519,0.2336046052704482,0.2848168115973394,True,0.11023741451704279,True,9.954871996431367,9.839711272526731,0.9839711272526731,1.0,0.6844631073785243,0.8947234553089383,0.22986018677937867
deprel_conj_ratio,dependency_relation,0.028736984596375515,0.032511607715188136,0.2231062205535911,0.1555700080824551,True,0.36886681418763706,True,9.717680460984688,9.926524953869588,0.9717680460984688,1.0,0.673865226954609,0.8947234553089383,0.21680749601977728
surface_cjk_char_type_token_ratio,character_composition,0.22172557367547605,0.20263106907678935,-0.2234762261585609,-0.3302116267956101,True,-0.04575426869403105,True,9.295367654928192,9.907858362886806,0.9295367654928193,1.0,0.7944411117776444,0.9406629622980512,0.20772936842797046
upos_sconj_ratio,universal_pos,0.044493697399927826,0.042657827271291596,-0.22806535144570875,-0.092485313876664,True,-0.4003351911275524,True,9.946065374176154,9.47787701223034,0.947787701223034,0.95,0.6462707458508299,0.8947234553089383,0.20534965841658406
deprel_mark_ratio,dependency_relation,0.058028342734863916,0.05574430507530924,-0.20604846348146788,-0.17912793842731004,True,-0.34656108441004674,True,10.0,9.727274009331047,0.9727274009331047,1.0,0.6292741451709658,0.8947234553089383,0.200428986348588
deprel_flat_ratio,dependency_relation,0.019703117128720443,0.02224437455150647,0.19748904301578854,0.27219879036821754,True,0.3225931136752075,True,9.65322725090137,9.261226971125142,0.9261226971125142,1.0,0.7756448710257948,0.9396646986392195,0.18289908516795142
surface_repeated_char_ngram_ratio,repetition_and_regularity,0.059551029867252595,0.053676330614837786,-0.18246503787694687,-0.1430464728236378,True,-0.17997799708468962,True,10.0,9.942283945384577,0.9942283945384578,1.0,0.6786642671465707,0.8947234553089383,0.18141192166779577
syntax_crossing_arc_ratio_mean,dependency_syntax,0.0006499584115322771,0.0007279626093550787,0.18284542176927535,0.11175198279681739,True,0.2537483903627147,True,9.919426309602446,10.0,0.9919426309602446,1.0,0.6946610677864428,0.8947234553089383,0.18137216872885056
syntax_lexical_hapax_ratio,token_and_lexical,0.23559597578540972,0.22165462232515096,-0.20032188292052122,-0.2239617304616792,True,-0.16592827885033493,True,9.494005956719828,9.850585524357504,0.9494005956719829,0.95,0.7710457908418317,0.9396646986392195,0.18067642922233224
deprel_nsubj_ratio,dependency_relation,0.07119473450342065,0.06899919843082566,-0.18032223328359115,-0.18863094176204065,True,-0.44076201889205563,True,10.0,9.831298346735391,0.9831298346735391,1.0,0.6868626274745051,0.8947234553089383,0.1772801673960603
surface_ascii_letter_ratio,character_composition,0.18410608668865422,0.2057755350378691,0.1725380353026034,0.2584175091589407,True,0.2517204244408933,True,10.0,9.823216465009,0.9823216465009,1.0,0.6922615476904619,0.8947234553089383,0.16948784692248378
surface_sentence_length_autocorrelation,repetition_and_regularity,0.054854118750518266,0.02300519677607655,-0.16409086829083883,-0.19872697825544955,True,-0.1769367533659286,True,10.0,10.0,1.0,0.95,0.7490501899620076,0.9333656345653946,0.1558863248762969
syntax_treelet_entropy_bits,dependency_syntax,5.763716118911925,5.7098458357480215,-0.14404589863915085,-0.18366178490488583,True,-0.24383886818539913,True,10.0,10.0,1.0,1.0,0.6946610677864428,0.8947234553089383,0.14404589863915085
discourse_marker_type_coverage,discourse_and_stance,0.16700128207508003,0.15291082621325724,-0.1453814435347071,-0.1025095132137115,True,-0.44923613960763625,True,9.999663611306657,9.973211571087392,0.9973211571087391,0.95,0.7146570685862828,0.904186350229954,0.13774239001376426
graph_semantic_components_per_sentence,discourse_graph,0.039998307033513536,0.04359445594224382,0.162684565329897,0.24716702657227196,True,0.33247656825864824,True,9.837731947012658,9.673535460100096,0.9673535460100096,0.8,0.8004399120175965,0.9406629622980512,0.12589879292237835
graph_propositions_per_100_cjk,discourse_graph,12.56293573879671,12.762707395506348,0.15424129724283353,0.13499225680375548,True,0.04347277218036055,True,9.757169592335234,9.595144629669598,0.9595144629669597,0.85,0.7762447510497901,0.9396646986392195,0.12579724216759194
syntax_function_word_ratio,token_and_lexical,0.2813329245259507,0.27425057798325925,-0.14366585164693174,-0.09890056376095656,True,-0.2681599459791966,True,10.0,9.910589222429808,0.9910589222429808,0.85,0.7536492701459708,0.9333656345653946,0.12102412548187892
surface_exclamatory_sentence_ratio,document_structure,0.0020549236984991085,0.0014014248382170542,-0.13933539904217968,-0.15667199396841017,True,-0.0566349551969538,True,9.408810454991594,9.46053560085615,0.9408810454991594,0.9,0.8568286342731454,0.9570655405342774,0.11798823233326373
deprel_obj_ratio,dependency_relation,0.06309743632227689,0.06388162012246618,0.12418145099226922,0.11854017671379487,True,0.09334346360922986,True,9.96981062885876,9.872690038687395,0.9872690038687395,0.75,0.7976404719056189,0.9406629622980512,0.09195037306508425
syntax_token_length_cv,token_and_lexical,0.46220936090026377,0.4704483503980828,0.11758964452570296,0.1939304555455845,True,0.21654665144460822,True,9.882642437192995,9.518523857704333,0.9518523857704333,0.75,0.8206358728254349,0.9570655405342774,0.08394598776276566
syntax_mean_lexical_token_cjk_chars,token_and_lexical,1.4535879532419704,1.4440318316002172,-0.10407050985132396,-0.30937281566021735,True,-0.049372217285893846,True,9.99475803937133,9.369047849590672,0.9369047849590671,0.85,0.8352329534093181,0.9570655405342774,0.08287853485490988
syntax_dependency_distance_mean,dependency_syntax,4.279894919043989,4.323543695944611,0.11446554998147164,0.08071613169965769,True,0.22825676549528104,True,9.891486512507894,9.801408374134821,0.9801408374134821,0.65,0.8320335932813437,0.9570655405342774,0.07292503400899238
syntax_pos_bigram_entropy_bits,dependency_syntax,5.8382390197526695,5.803948568122484,-0.088532457396805,-0.1263705684660858,True,-0.21166016094141407,True,10.0,9.908026563163308,0.9908026563163308,0.8,0.8394321135772845,0.9570655405342774,0.07017455516717343
syntax_pos_trigram_entropy_bits,dependency_syntax,8.052816555957879,8.098785425604738,0.08389440236488376,0.011362505204666772,True,0.01759533465373061,True,10.0,8.760450160605886,0.8760450160605886,0.85,0.8522295540891822,0.9570655405342774,0.06247098210706736
graph_surface_chars_per_unique_proposition,discourse_graph,9.530570005588604,9.422410265709962,-0.08863880154291458,-0.10467502897362674,True,-0.06480820142101021,True,9.798543156407957,9.924456341968831,0.9798543156407957,0.65,0.8572285542891421,0.9570655405342774,0.05645452294628437
syntax_dependency_relation_entropy_bits,dependency_syntax,4.177824519764006,4.168607173906446,-0.07587873196513777,-0.1915617458868061,True,-0.14870921459543252,True,10.0,9.618040233615465,0.9618040233615466,0.75,0.8848230353929214,0.9570655405342774,0.05473535226873141
syntax_coordinate_relation_ratio,dependency_syntax,0.043197616935892365,0.044671442395729434,0.0647295907821898,0.088313188409234,True,0.19575221678881374,True,9.826957860254879,9.854056237761382,0.9826957860254879,0.7,0.8828234353129374,0.9570655405342774,0.04452664726496853
surface_sentence_opening_repeat_ratio,repetition_and_regularity,0.04849779431980718,0.045509930190860845,-0.055974813478909445,-0.11774052384227263,True,-0.07801158971973297,True,9.94304525494181,10.0,0.9943045254941809,0.75,0.889622075584883,0.9570655405342774,0.04174200776682926
surface_adjacent_sentence_length_change,repetition_and_regularity,0.6234016601475811,0.6282884788429342,0.035772374864763465,0.14800433181042205,True,0.1674959135882544,True,10.0,9.785511741159432,0.9785511741159432,0.7,0.9378124375124975,0.9741148544484652,0.024503569597380957
syntax_mean_tree_depth,dependency_syntax,2.7354850047281505,2.7431292575995068,0.02404227470032571,0.03628929528846072,True,0.19630521931486303,True,9.9349578082542,9.935067557575081,0.99349578082542,0.65,0.9552089582083584,0.9795454921754504,0.015525834009542565
syntax_sentence_length_cv,dependency_syntax,0.6068914085483981,0.5431123985103055,-0.5966452158866961,0.10262262922391516,False,-0.42517956590214895,True,10.0,8.581329513940885,0.8581329513940885,1.0,0.4585082983403319,0.8786310153699598,0.0
syntax_first_person_pronoun_ratio,token_and_lexical,0.00387252277766919,0.002965428105324361,-0.2685497455697857,0.21013853660527823,False,-0.4483484083513254,True,9.935564321267451,9.26972555176424,0.9269725551764241,1.0,0.6182763447310538,0.8947234553089383,0.0
graph_unique_proposition_ratio,discourse_graph,0.8567161821383313,0.8485702006556265,-0.1545247287924919,-0.05307359925447175,True,0.03534808416578641,False,9.76850257581782,9.978773967039075,0.976850257581782,0.75,0.7138572285542891,0.904186350229954,0.0
syntax_mean_nonleaf_branching,dependency_syntax,2.566661800871223,2.5780651872105786,0.13860851411336023,0.23296229562081258,True,-0.07596271462621848,False,9.344001361831278,9.654611811322717,0.9344001361831278,0.85,0.7842431513697261,0.9406629622980512,0.0
surface_compression_ratio,repetition_and_regularity,0.47674166122252,0.48675883276145226,0.24993922566899537,-0.06237737975306958,False,0.3631733057351493,True,8.56964293088291,9.864676436550758,0.856964293088291,0.8,0.8644271145770845,0.9570655405342774,0.0
syntax_content_word_ratio,token_and_lexical,0.591617832267638,0.5954264557806688,0.055044333323196436,-0.0069794960060210335,False,0.1738122468500381,True,10.0,9.753329351348754,0.9753329351348754,0.65,0.8888222355528894,0.9570655405342774,0.0
graph_argumentless_proposition_ratio,discourse_graph,0.33266726648506384,0.3304625779924595,-0.05841498439567744,-0.11624793209905454,True,0.14109964810621908,False,9.919757100346906,10.0,0.9919757100346906,0.65,0.8948210357928414,0.9570655405342774,0.0
surface_sentence_length_cv,document_structure,0.6100860126142637,0.5978419551495854,-0.08860406376054504,0.2169252202108924,False,0.04120575073063821,False,10.0,9.40128553119755,0.940128553119755,0.6,0.8976204759048191,0.9570655405342774,0.0
deprel_advcl_ratio,dependency_relation,0.03254283382244436,0.032295462864396565,-0.061890143786840705,0.10417280173226967,False,-0.06628027677867246,True,9.789003221593278,9.975770127100862,0.9789003221593278,0.5,0.9060187962407519,0.9596646460181649,0.0
upos_x_ratio,universal_pos,0.07314590647713365,0.0714611652724512,-0.04154496859448736,-0.04723360025597264,True,0.05553461451320301,False,9.846579699296422,9.793399528790793,0.9793399528790794,0.55,0.9302139572085583,0.9741148544484652,0.0
graph_explicit_discourse_edge_count,discourse_graph,2.7164222222134167,2.407966666647349,-0.13158264029696512,0.5693176666349887,False,-0.2783259907051568,True,9.792232824716171,7.535432295722107,0.7535432295722108,0.65,0.9348130373925215,0.9741148544484652,0.0
upos_noun_ratio,universal_pos,0.27156513617246153,0.2694615617741342,-0.031425094656564394,-0.09344235908502004,True,0.08201266205186693,False,9.898323620763946,9.999768542799139,0.9898323620763947,0.55,0.9512097580483904,0.9795454921754504,0.0
upos_pron_ratio,universal_pos,0.015009771479463896,0.014785094391277625,-0.02615980936308551,0.34600334571640984,False,-0.2768149383417856,True,9.932683754502522,8.915093207376815,0.8915093207376815,0.45,0.9644071185762847,0.9827186461441888,0.0
title_quote_present,title_form,0.09399749999541429,0.09399749999541429,0.0,0.0,True,0.09573216032025739,False,9.343800647798382,9.343800647798382,0.9343800647798381,0.0,1.0,1.0,0.0
