feature,family,pre_huber_location,post_huber_location,robust_effect_post_minus_pre,unweighted_hedges_g,direction_matches_unweighted,translation_removed_robust_effect,translation_removed_direction_consistent,pre_effective_n,post_effective_n,minimum_effective_fraction,loo_direction_stability,permutation_p_value,q_value,ranking_score
upos_adv_ratio,universal_pos,0.030805403115443383,0.0357705336846457,0.39280606228768217,0.3912258650719409,True,0.14806629861367848,True,9.998287643339674,9.98920456847177,0.998920456847177,1.0,0.48570285942811436,0.8786310153699598,0.3923820111927521
title_ascii_letter_ratio,title_form,0.1876010698657691,0.2502605598615915,0.3924031839369693,0.14985483673800148,True,0.3838302972959293,True,9.716225623589187,9.982714682290297,0.9716225623589188,1.0,0.4227154569086183,0.8786310153699598,0.38126778705463626
graph_mean_proposition_argument_count,discourse_graph,0.9832335784217744,0.963898973834853,-0.38742348471326776,-0.19746508583292,True,-0.5406884464261006,True,9.818222780388954,9.900131210399142,0.9818222780388954,1.0,0.42291541691661666,0.8786310153699598,0.3803810083269477
deprel_iobj_ratio,dependency_relation,0.0004964278615321365,0.00034586651929689516,-0.39236210225400914,-0.142221784373145,True,-0.3514892992408898,True,9.957566404391953,9.604797854011942,0.9604797854011942,1.0,0.4533093381323735,0.8786310153699598,0.3768558677724921
deprel_cc_ratio,dependency_relation,0.01415188219337003,0.01209515763886646,-0.3794638491211981,-0.08630101764077858,True,-0.2139995184284002,True,9.981579156977793,9.657867078992348,0.9657867078992348,1.0,0.45970805838832235,0.8786310153699598,0.3664811416095339
discourse_directive_markers_per_10k_cjk,discourse_and_stance,25.491865441411296,20.191104284999113,-0.38586106602522885,-0.13268931393632882,True,-0.6534226462973635,True,9.870772212177616,9.412925664660097,0.9412925664660097,1.0,0.47370525894821036,0.8786310153699598,0.3632081531381981
syntax_mean_root_relative_position,dependency_syntax,0.43510444866940745,0.45769375070639035,0.3778241802666126,0.38368893642869817,True,0.5070699561089901,True,9.588379724627973,9.978164399446705,0.9588379724627973,1.0,0.4451109778044391,0.8786310153699598,0.36227217095425723
deprel_det_ratio,dependency_relation,0.01593775131444165,0.01930750430827575,0.35916157909039675,0.35275905469741253,True,0.2002947269994443,True,9.999075716994282,10.0,0.9999075716994282,1.0,0.5122975404919016,0.8803953495015282,0.35912838239601075
title_digit_present,title_form,0.24170785711798115,0.4,0.35723114223386393,0.19154929577464797,True,0.1802017135813354,True,9.84076822018661,10.0,0.9840768220186609,1.0,1.0,1.0,0.35154288717559706
deprel_xcomp_ratio,dependency_relation,0.02015505432199748,0.017857845111532676,-0.34631970486019376,-0.3969837839408772,True,-0.49291249816566574,True,10.0,9.98454665500358,0.998454665500358,1.0,0.43331333733253347,0.8786310153699598,0.34578452507236745
title_question_present,title_form,0.09399749999541429,0.02088833333163447,-0.3689323936717429,-0.2569903478365956,True,-0.33481637460335056,True,9.343800647798382,9.349808518456122,0.9343800647798381,1.0,1.0,1.0,0.3447230738983839
syntax_dependency_distance_cv,dependency_syntax,1.6534706638380177,1.560858709627489,-0.4372638665472303,-0.3500847071706787,True,-0.39759492367859106,True,9.92250040696246,9.829249459586885,0.9829249459586885,0.8,0.5208958208358329,0.8803953495015282,0.34383804991649886
surface_cjk_ratio,character_composition,0.7161847387873951,0.6744508413023431,-0.34268601159051193,-0.49561303126391104,True,-0.31652482883906013,True,9.999735862356465,9.537200939652339,0.9537200939652338,1.0,0.4575084983003399,0.8786310153699598,0.32682653517467425
upos_adj_ratio,universal_pos,0.03287300173559137,0.03583937786852643,0.3282756070003616,0.25158967819727784,True,0.36505125459761373,True,9.817147850012056,9.987098056495725,0.9817147850012056,1.0,0.6224755048990201,0.8947234553089383,0.32227301694750027
surface_short_paragraph_ratio,document_structure,0.25873949693232445,0.2925306410113594,0.3445310399551716,0.4248537544089667,True,0.44703120050724304,True,9.845970161840992,9.353186892878906,0.9353186892878906,1.0,0.5782843431313738,0.88487162380608,0.322246320709865
surface_mean_sentence_cjk_chars,document_structure,40.17640357580681,37.11288859279034,-0.33202908716511637,-0.4151607584422416,True,-0.09499522123490275,True,9.634375683169981,9.8756825026738,0.9634375683169981,1.0,0.49250149970005996,0.8803953495015282,0.3198892963488723
surface_paragraph_length_cv,document_structure,0.8030470701988297,0.8867963922331406,0.33200194078230194,0.21590321383436997,True,0.2097672566232873,True,9.609149499879361,9.782972401673494,0.9609149499879361,1.0,0.5706858628274345,0.88487162380608,0.3190256283227234
deprel_root_ratio,dependency_relation,0.03094657484131751,0.03383264651752728,0.3229373591726511,0.44390773065897066,True,0.0735070753113934,True,10.0,9.769253126564653,0.9769253126564653,1.0,0.530493901219756,0.8803953495015282,0.3154856805781954
deprel_aux_ratio,dependency_relation,0.02873614520501515,0.025693715432254068,-0.3214648487141955,-0.15978176915419567,True,-0.5452526223658295,True,9.801856667555874,9.893375553274042,0.9801856667555875,1.0,0.5460907818436312,0.8840351929614078,0.31509523707540776
